,source_id,magH550,magH750,magH880,magHpan,magS420,magS550,magS750,magS920,magSpan
40,6477295296414847232,9.060278408817023,8.6966816665335,8.602060030191534,8.954847531889083,9.657273520203578,9.060591711536702,8.696732511262518,8.578944905316362,8.774358608432209
41,6810896745007524736,6.700870449355261,6.482426076223081,6.466674269856771,6.671842287566708,7.326776417674267,6.70208445064743,6.483060457516945,6.461056005539717,6.515427877731135
42,1779546757669063552,7.6095913745151265,7.437684263983357,7.443095423145259,7.598170149474445,8.131881478638036,7.6092751872015825,7.43808568166364,7.441724431020727,7.462756149293607
43,1908095850396090880,4.865402639729751,5.377848448797078,5.643751358179042,4.978087536682981,4.478651017313261,4.8671606629661746,5.377331948197398,5.717671159307155,5.233175252138302
44,465485776704859520,9.348763328946276,9.15477545911984,9.06653365923431,9.335423206717543,9.800031124242093,9.351634695634065,9.146236070487284,9.039967662153376,9.212616518706671
45,648899606296121472,13.814235080795882,14.412494021796,14.716261328269525,13.919579919112447,13.332468587659939,13.81663154639697,14.415617731796083,14.801273425018252,14.22705050894319
46,4066022591147527552,5.920564392182843,6.14797253458147,6.269543867643819,5.999682028189408,5.812299226616702,5.922398351831717,6.145893386635915,6.305177163604103,6.0803458907684345
47,4146599166888812032,8.704442929919125,8.485848616186047,8.393821360673009,8.658060338287111,9.0977323318013,8.709188133012255,8.481911563283951,8.376949426124419,8.531225592015193
48,2060824750020658432,7.06259470161568,7.057979216373926,7.070079823281155,7.105903746173787,7.326048064162457,7.066798391542157,7.053914974420479,7.079231003199098,7.036895048231589
49,6563704506492363392,10.170801754634734,10.748810256845623,11.0507787585872,10.287606574586317,9.730984592853204,10.171129991352718,10.748695185224477,11.117243081981428,10.58188764435658
50,2216034525806770560,5.8814239819947325,5.914536969066525,5.968886613832037,5.943825173050772,6.093770415109084,5.884506815898945,5.911982538976488,5.990577818732,5.910082745375579
51,2207291656008154112,7.607998109794785,7.288434660471111,7.148844888275434,7.532383299007673,8.196846699842983,7.611929714982615,7.2863440492170355,7.121620026786758,7.3577930632084225
52,2059181250701393280,9.24882591143355,9.50754439536314,9.578396924881517,9.356616403606495,9.271012517932242,9.249343570490169,9.497781582642421,9.60709035424997,9.40544984664983
53,3131335693444047232,6.73298333320032,6.921663514803221,7.019885741755598,6.819981707504272,6.738393843368513,6.735893719850736,6.920090002307752,7.05029813728391,6.8618396006248545
54,3131938878653431168,6.840913225122396,7.194528579620204,7.400647510374746,6.948169784083493,6.644733100602899,6.844004197660976,7.193137284884575,7.454292768902974,7.08597157195479
55,5350383460949215232,7.3435457148200385,7.393702152932676,7.42405091165277,7.383353183147495,7.415773700787025,7.345863903076669,7.3911018421279095,7.441101305890875,7.376062090256852
56,775029739076581248,6.991594919574521,7.552647847810459,7.846185660210914,7.110198031473228,6.575329110800904,6.992517509373208,7.551611958725431,7.924759655064776,7.3908062894434
57,5350358683250920704,8.132928120304417,8.26854309709821,8.382822309008183,8.201633276062775,8.157085689621407,8.13511370540665,8.26726053562314,8.415154273170842,8.211248331800576
58,4146599476126383872,9.383671933468854,9.442959425247132,9.465072471782971,9.450398609769977,9.577914503505362,9.387346634170935,9.439128254034372,9.48109800028005,9.419943067007221
59,2597188787138939520,11.319707088184678,11.811934634259401,12.040562593883756,11.43568736351784,10.968135476583889,11.319995052182058,11.812045072118188,12.088069619142786,11.674467489191098
60,5038258841667434752,11.725526122569832,12.364137896228456,12.688055602264434,11.84163113424459,11.230636042483695,11.726941385059526,12.365940786277072,12.78592314875172,12.175443945895967
